What word, meaning coffee in French, is the name of a small restaurant?	Caf
Complete the saying: 'Two wrongs don't make a ' what?	Right
Which fictional detective wears a deerstalker hat?	Sherlock Holmes
What's the world's largest furniture maker and retailer?	Ikea
A stereotypical Australian couple are called Bruce and what?	Sheila
Elvis Presley is buried in the grounds of what mansion?	Graceland
What's the twenty fourth letter of the alphabet?	X
In banking, what's the opposite of a debit?	Credit
What ice cream flavour is Italian for 'all fruits'?	Tutti-frutti
Chloe Grace Moretz played Hit Girl in what film comedy?	Kick-Ass
What's the drink of the Greek and Roman gods?	Nectar
In what pantomime are mice magically turned into horses?	Cinderella
What's the only US state that begins with F?	Florida
In what decade was the Duchess of Cambridge born?	1980s
How many members of ABBA were there?	Four
What poison is said to smell of bitter almonds?	Cyanide
The Masai Mara is a nature reserve in what country?	Kenya
What U.S. state is known as the 'Aloha State'?	Hawaii
Thumb, Mud and Arm are forms of what combat sport?	Wrestling
Which US tycoon controlled the Miss Universe beauty pageant until 2015?	Donald Trump
In what word game might a player draw a gallows?	Hangman
What's the medical name for the thighbone?	Femur
What animal represents Capricorn?	Goat
Which fairy tale duo push a witch into an oven?	Hansel and Gretel
What '90s Disney film is set in Ming Dynasty China?	Mulan
What device is used to measure how far you walk in a day?	Pedometer
What's the tallest mountain in the world?	Mount Everest
China's Yangtze River flows into what ocean?	Pacific (Accept China Sea)
What '80s band was named after a prison in Berlin?	Spandau Ballet
What was the first name of scientist Einstein?	Albert
What long-running musical is nicknamed 'The Glums'?	Les Misrables
In the Bible, who were the first two humans?	Adam and Eve
What part of the Iberian peninsula belongs to the UK?	Gibraltar
Passepartout was the valet of what fictional character?	Phileas Fogg
Bianca Jagger was born in what Latin American country?	Nicaragua
Prince Andrew was a Navy pilot during what war?	Falklands War
In 1859, Charles Blondin crossed what waterfalls on a tightrope?	Niagara
In US colleges, what's the female equivalent of a fraternity?	Sorority
What ITV talent show was based on ice-skating?	Dancing on Ice
Who succeeded Lyndon B. Johnson as US President?	Richard Nixon
According to the saying, what 'begins at forty'?	Life
In 'The Wacky Races', who owned a dog called Muttley?	Dick Dastardly
What shade of green is associated with Robin Hood	Lincoln green
How many stars are on the Australian cricket team badge?	Five
In 1954, Joe DiMaggio married which film star?	Marilyn Monroe
What's the only Great Lake named after a Canadian province?	Ontario
In 1999, 'Bug A Boo' was a hit for what girl group?	Destiny's Child
What clothes are known as PJs?	Pyjamas
Who succeeded Gough Whitlam as Prime Minister?	Malcolm Fraser
What Cape is the southernmost point of the Americas?	Cape Horn
What's the Finnish word for a hot steam bath?	Sauna
'Down Under' was a 1980s hit for which band?	Men at Work
Which car manufacturer bought Bentley Motors in 1931?	Rolls-Royce
Which author created the spy Harry Palmer?	Len Deighton
Paolo Maldini played football for what country?	Italy
According to the saying, the pen is mightier than what?	The sword
Massaman curry is a dish in the cuisine of what country?	Thailand
In the film 'Stuart Little', what animal is Snowbell?	Cat
In daylight-saving, how many hours do the clocks go forward?	One
The musical 'Miss Saigon' is set during what war?	Vietnam War
Who wrote the novel 'To Kill a Mockingbird'?	Harper Lee
Who was Brad Pitt's first wife?	Jennifer Aniston
What colour is the interior of the Australian Senate?	Red
Gaffer and Duct are types of what adhesive product?	Tape
Traditionally, what letter 'marks the spot' on a treasure map?	X
The logo of what major airline features a kangaroo?	QANTAS
Which artist called his New York studio 'The Factory'?	Andy Warhol
Beetroot is the chief ingredient in what Russian soup?	Borscht
Who played Benjamin Mee in the film 'We Bought a Zoo'?	Matt Damon
On a Monopoly board, what colour is Old Kent Road?	Brown (Accept Purple)
The Strait of Gibraltar divides Africa from what continent?	Europe
The navel is the mark left by the removal of what cord?	Umbilical cord
Actress Freida Pinto played Latika in what hit film?	Slumdog Millionaire
What shrub's name comes from the Greek for 'rose tree'?	Rhododendron
What marine hazard caused the Titanic to sink?	An iceberg
Who wrote the crime novel '4.50 from Paddington'?	Agatha Christie
What African country's name comes first alphabetically?	Algeria
Who did Olivia Newton-John duet with in 'Grease'?	John Travolta
What is the S.I. derived unit of power?	Watt
According to the proverb, 'faint heart never won' what?	Fair lady
When shopping, what do the initials R.R.P. stand for?	Recommended Retail Price
Triton is the largest moon of what planet?	Neptune
'At Last' was the signature tune of which singer?	Etta James
What do we call a hole that causes a flat tyre?	Puncture
What hormone regulates the level of sugar in the blood?	Insulin
The nomads of the Arabian desert are called what?	Bedouins
Who won an Oscar for directing 'Schindler's List'?	Steven Spielberg
Which of Disney's Seven Dwarfs has a name meaning 'shy'?	Bashful
King Harold the Second died at what battle?	Battle of Hastings
What's the nickname of supermodel Elle Macpherson?	The Body
What joint is between the thigh and lower leg?	Knee
The Swiss Guard protects the holder of which office?	The Pope
Which group had hits with 'Night Fever', 'Jive Talkin'' and 'Stayin' Alive'?	Bee Gees
What Olympic sport developed from sword fighting?	Fencing
Who wrote the fairy tale 'The Emperor's New Clothes'?	Hans Christian Andersen
What spirit's needed to make a highball cocktail?	Whisky
In what century did painter Thomas Gainsborough work?	18th
Tommy Lee Jones plays Agent K in what sci-fi films?	Men in Black
In geometry, how many quadrants make up a circle?	Four
In Arthurian legend, King Ban is the father of which knight?	Lancelot
What animal has male and female called Billy and Nanny?	Goat
Morticia and Uncle Fester are members of what family?	Addams Family
In Norse mythology, Balder was a son of which god?	Odin
Who was the first female Prime Minister of Israel?	Golda Meir
What male forename is abbreviated to 'Chas'?	Charles
ABBA won Eurovision in 1974 with what song?	Waterloo
